symbol,company,purpose,event_date
ANGELONE,Angel One Limited,Financial Results,16-04-2025
TATAINVEST,Tata Investment Corporation Limited,Financial Results/Dividend,21-04-2025
MGEL,Mangalam Global Enterprise Limited,Financial Results/Dividend/Other business matters,23-04-2025
ZAGGLE,Zaggle Prepaid Ocean Services Limited,Financial Results/Other business matters,12-05-2025
SPENCERS,Spencer's Retail Limited,Financial Results,15-05-2025
NIRAJ,Niraj Cement Structurals Limited,Financial Results/Other business matters,22-05-2025
VIVIDHA,Visagar Polytex Limited,Financial Results/Other business matters,27-05-2025
BSOFT,BIRLASOFT LIMITED,Financial Results/Dividend,28-05-2025
GENSOL,Gensol Engineering Limited,Stock Split/Fund Raising,13-03-2025
SBGLP,Suratwwala Business Group Limited,Other business matters,02-04-2025
MANCREDIT,Mangal Credit and Fincorp Limited,Board meeting Rescheduled,12-04-2025
NITCO,Nitco Limited,Financial Results,28-04-2025
OMAXAUTO,Omax Autos Limited,Financial Results,02-05-2025
ARENTERP,Rajdarshan Industries Limited,Other business matters,03-05-2025
ZEEL,Zee Entertainment Enterprises Limited,Financial Results/Dividend,08-05-2025
BIKAJI,Bikaji Foods International Limited,Financial Results/Dividend,15-05-2025
MUKKA,Mukka Proteins Limited,Financial Results/Other business matters,15-05-2025
SAKAR,Sakar Healthcare Limited,Financial Results,15-05-2025
INDRAMEDCO,Indraprastha Medical Corporation Limited,Financial Results/Dividend,16-05-2025
PPAP,PPAP Automotive Limited,Financial Results/Dividend,16-05-2025
HGINFRA,H.G. Infra Engineering Limited,Financial Results/Dividend,21-05-2025
BSL,BSL Limited,Financial Results/Dividend,22-05-2025
LPDC,Landmark Property Development Company Limited,Financial Results,26-05-2025
BSE,BSE Limited,Financial Results/Dividend,06-05-2025
SILVERTUC,Silver Touch Technologies Limited,Financial Results/Other business matters,08-05-2025
ABMINTLLTD,ABM International Limited,Financial Results,09-05-2025
MBAPL,Madhya Bharat Agro Products Limited,Financial Results/Dividend/Other business matters,09-05-2025
CINELINE,Cineline India Limited,Financial Results,12-05-2025
AGI,AGI Greenpac Limited,Financial Results/Dividend/Other business matters,14-05-2025
BEML,BEML Limited,Financial Results/Dividend,23-05-2025
GLENMARK,Glenmark Pharmaceuticals Limited,Financial Results/Dividend,23-05-2025
LORDSCHLO,Lords Chloro Alkali Limited,Other business matters,19-03-2025
SALASAR,Salasar Techno Engineering Limited,Other business matters,26-03-2025
USK,Udayshivakumar Infra Limited,Other business matters,24-04-2025
IOB,Indian Overseas Bank,Financial Results,02-05-2025
VOLTAS,Voltas Limited,Financial Results/Dividend,07-05-2025
SINTERCOM,Sintercom India Limited,Financial Results/Other business matters,12-05-2025
BLUEJET,Blue Jet Healthcare Limited,Financial Results/Dividend/Fund Raising,14-05-2025
PALASHSECU,Palash Securities Limited,Financial Results/Dividend/Other business matters,15-05-2025
MTARTECH,Mtar Technologies Limited,Financial Results/Other business matters,22-05-2025
AMBIKCO,Ambika Cotton Mills Limited,Financial Results/Dividend,27-05-2025
CREATIVEYE,Creative Eye Limited,Financial Results/Other business matters,27-05-2025
OAL,Oriental Aromatics Limited,Financial Results/Dividend,27-05-2025
KUNDANMM,Kundan Minerals and Metals Limited,Other business matters,21-03-2025
SILGO,Silgo Retail Limited,Other business matters,10-04-2025
LGHL,Laxmi Goldorna House Limited,Financial Results/Other business matters,18-04-2025
APARINDS,Apar Industries Limited,Financial Results/Dividend,14-05-2025
IRMENERGY,IRM Energy Limited,Financial Results/Dividend,15-05-2025
PRSMJOHNSN,Prism Johnson Limited,Financial Results,15-05-2025
TARACHAND,Tara Chand InfraLogistic Solutions Limited,Financial Results,15-05-2025
VISHNU,Vishnu Chemicals Limited,Financial Results/Dividend,15-05-2025
GIPCL,Gujarat Industries Power Company Limited,Financial Results/Dividend,22-05-2025
AHLWEST,Asian Hotels (West) Limited,Financial Results,27-05-2025
HEADSUP,Heads UP Ventures Limited,Other business matters,17-03-2025
SHAKTIPUMP,Shakti Pumps (India) Limited,Other business matters,20-03-2025
GOCOLORS,Go Fashion (India) Limited,Financial Results,30-04-2025
EPIGRAL,Epigral Limited,Financial Results/Dividend,05-05-2025
NIITMTS,NIIT Learning Systems Limited,Financial Results/Dividend,14-05-2025
WIPRO,Wipro Limited,Financial Results,16-04-2025
TATVA,Tatva Chintan Pharma Chem Limited,Financial Results/Dividend,02-05-2025
VOLTAMP,Voltamp Transformers Limited,Financial Results/Dividend,03-05-2025
ASIANPAINT,Asian Paints Limited,Financial Results/Dividend,08-05-2025
PATELENG,Patel Engineering Limited,Financial Results,13-05-2025
ALIVUS,Alivus Life Sciences Limited,Financial Results/Dividend,15-05-2025
URJA,Urja Global Limited,Financial Results,21-05-2025
LINDEINDIA,Linde India Limited,Financial Results/Dividend,23-05-2025
ATAM,Atam Valves Limited,Financial Results/Dividend,26-05-2025
BGRENERGY,BGR Energy Systems Limited,Financial Results,28-05-2025
HUDCO,Housing & Urban Development Corporation Limited,Dividend,10-03-2025
ICICIGI,ICICI Lombard General Insurance Company Limited,Financial Results/Dividend,15-04-2025
HINDUNILVR,Hindustan Unilever Limited,Financial Results/Dividend,24-04-2025
FEDERALBNK,The Federal Bank  Limited,Financial Results/Dividend,30-04-2025
MARICO,Marico Limited,Dividend,02-05-2025
SAREGAMA,Saregama India Limited,Financial Results,15-05-2025
SPARC,Sun Pharma Advanced Research Company Limited,Financial Results,19-05-2025
AAREYDRUGS,Aarey Drugs & Pharmaceuticals Limited,Financial Results,22-05-2025
AJAXENGG,Ajax Engineering Limited,Financial Results,27-05-2025
ARIHANTSUP,Arihant Superstructures Limited,Other business matters,25-03-2025
CESC,CESC Limited,Financial Results,15-05-2025
NEULANDLAB,Neuland Laboratories Limited,Financial Results/Dividend,15-05-2025
WEL,Wonder Electricals Limited,Financial Results/Dividend,24-05-2025
FUSION,Fusion Finance Limited,Fund Raising,29-03-2025
GALLANTT,Gallantt Ispat Limited,Other business matters,16-04-2025
ASTEC,Astec LifeSciences Limited,Financial Results,23-04-2025
M&M,Mahindra & Mahindra Limited,Financial Results/Dividend/Other business matters,05-05-2025
DICIND,DIC India Limited,Financial Results,08-05-2025
RAIN,Rain Industries Limited,Financial Results,08-05-2025
ASHOKLEY,Ashok Leyland Limited,Dividend,16-05-2025
GICHSGFIN,GIC Housing Finance Limited,Financial Results/Dividend/Fund Raising/Other business matters,16-05-2025
PETRONET,Petronet LNG Limited,Financial Results/Dividend,19-05-2025
SINCLAIR,Sinclairs Hotels Limited,Financial Results/Dividend,20-05-2025
RATEGAIN,Rategain Travel Technologies Limited,Financial Results,26-05-2025
BODALCHEM,Bodal Chemicals Limited,Financial Results/Other business matters,27-05-2025
SETCO,Setco Automotive Limited,Financial Results/Other business matters,27-05-2025
ORIENTHOT,Oriental Hotels Limited,Financial Results/Dividend/Other business matters,25-04-2025
DELPHIFX,DELPHI WORLD MONEY LIMITED,Financial Results/Other business matters,29-04-2025
PNBGILTS,PNB Gilts Limited,Financial Results/Dividend,02-05-2025
KRSNAA,Krsnaa Diagnostics Limited,Financial Results/Dividend,12-05-2025
DTIL,Dhunseri Tea & Industries Limited,Financial Results/Dividend,17-05-2025
NHPC,NHPC Limited,Financial Results/Dividend,20-05-2025
CENTUM,Centum Electronics Limited,Financial Results/Dividend,22-05-2025
CELLO,Cello World Limited,Financial Results/Dividend/Other business matters,23-05-2025
DGCONTENT,Digicontent Limited,Financial Results,26-05-2025
PTC,PTC India Limited,Financial Results/Dividend,26-05-2025
APOLLO,Apollo Micro Systems Limited,Dividend,28-05-2025
HARIOMPIPE,Hariom Pipe Industries Limited,Other business matters,06-03-2025
SUNDRMFAST,Sundram Fasteners Limited,Dividend,30-04-2025
SBIN,State Bank of India,Financial Results/Dividend,03-05-2025
INTELLECT,Intellect Design Arena Limited,Financial Results/Dividend,09-05-2025
NAVINFLUOR,Navin Fluorine International Limited,Financial Results/Dividend,09-05-2025
PRUDENT,Prudent Corporate Advisory Services Limited,Financial Results/Dividend/Other business matters,12-05-2025
TATASTEEL,Tata Steel Limited,Financial Results/Dividend/Other business matters,12-05-2025
HLEGLAS,HLE Glascoat Limited,Financial Results/Dividend,19-05-2025
RACE,Race Eco Chain Limited,Financial Results,20-05-2025
EXPLEOSOL,Expleo Solutions Limited,Financial Results,22-05-2025
NDL,Nandan Denim Limited,Financial Results,23-05-2025
GVPTECH,GVP Infotech Limited,Financial Results/Dividend,26-05-2025
FAIRCHEMOR,Fairchem Organics Limited,Financial Results/Dividend,27-05-2025
MEDPLUS,Medplus Health Services Limited,Financial Results,27-05-2025
ASIANHOTNR,Asian Hotels (North) Limited,Financial Results,28-05-2025
IRFC,Indian Railway Finance Corporation Limited,Dividend/Other business matters,17-03-2025
TATAMOTORS,Tata Motors Limited,Fund Raising,19-03-2025
HUDCO,Housing & Urban Development Corporation Limited,Fund Raising,23-04-2025
SUMEETINDS,Sumeet Industries Limited,Financial Results/Other business matters,24-04-2025
TATATECH,Tata Technologies Limited,Financial Results/Dividend,25-04-2025
KFINTECH,Kfin Technologies Limited,Dividend,28-04-2025
SANGHIIND,Sanghi Industries Limited,Financial Results,28-04-2025
SRGHFL,SRG Housing Finance Limited,Financial Results,30-04-2025
VINYLINDIA,Vinyl Chemicals (India) Limited,Financial Results/Dividend,05-05-2025
POLYMED,Poly Medicure Limited,Financial Results/Dividend/Other business matters,06-05-2025
RAYMOND,Raymond Limited,Financial Results,12-05-2025
ASAHIINDIA,Asahi India Glass Limited,Financial Results/Dividend/Other business matters,14-05-2025
KANPRPLA,Kanpur Plastipack Limited,Financial Results/Dividend/Fund Raising/Other business matters,15-05-2025
CENTRUM,Centrum Capital Limited,Fund Raising/Other business matters,16-05-2025
GMRAIRPORT,GMR AIRPORTS LIMITED,Financial Results,22-05-2025
TICL,Twamev Construction and Infrastructure Limited,Financial Results,27-05-2025
ESAFSFB,ESAF Small Finance Bank Limited,Fund Raising,21-03-2025
LINC,Linc Limited,Financial Results/Dividend,07-05-2025
NDRAUTO,Ndr Auto Components Limited,Financial Results/Dividend/Other business matters,09-05-2025
MELSTAR,Melstar Information Technologies Limited,Financial Results,15-05-2025
KIRLOSIND,Kirloskar Industries Limited,Financial Results/Dividend,20-05-2025
MARATHON,Marathon Nextgen Realty Limited,Financial Results/Dividend/Other business matters,21-05-2025
SARDAEN,Sarda Energy & Minerals Limited,Financial Results/Dividend,24-05-2025
JOCIL,Jocil Limited,Financial Results/Dividend,26-05-2025
KMSUGAR,K.M.Sugar Mills Limited,Financial Results,26-05-2025
AVTNPL,AVT Natural Products Limited,Financial Results/Dividend,28-05-2025
ZEEMEDIA,Zee Media Corporation Limited,Financial Results,05-05-2025
JMFINANCIL,JM Financial Limited,Financial Results/Dividend,12-05-2025
DHRUV,Dhruv Consultancy Services Limited,Financial Results,15-05-2025
PRECWIRE,Precision Wires India Limited,Financial Results/Dividend/Other business matters,17-05-2025
PASUPTAC,Pasupati Acrylon Limited,Financial Results/Other business matters,19-05-2025
BASML,Bannari Amman Spinning Mills Limited,Financial Results/Dividend,21-05-2025
SIKKO,Sikko Industries Limited,Financial Results/Other business matters,23-05-2025
MBLINFRA,MBL Infrastructure Limited,Fund Raising,28-03-2025
STEELCITY,Steel City Securities Limited,Financial Results,30-04-2025
JLHL,Jupiter Life Line Hospitals Limited,Financial Results/Dividend,09-05-2025
PRABHA,Prabha Energy Limited,Financial Results,13-05-2025
ELDEHSG,Eldeco Housing And Industries Limited,Financial Results/Dividend,22-05-2025
NBIFIN,N. B. I. Industrial Finance Company Limited,Financial Results/Dividend,22-05-2025
BEDMUTHA,Bedmutha Industries Limited,Financial Results,23-05-2025
BROOKS,Brooks Laboratories Limited,Financial Results,28-05-2025
ALICON,Alicon Castalloy Limited,Financial Results,12-05-2025
AKZOINDIA,Akzo Nobel India Limited,Financial Results/Dividend,14-05-2025
CHEMFAB,Chemfab Alkalis Limited,Financial Results/Dividend/Other business matters,14-05-2025
ARIES,Aries Agro Limited,Financial Results/Dividend,22-05-2025
CONCOR,Container Corporation of India Limited,Financial Results/Dividend/Bonus/Other business matters,22-05-2025
FCSSOFT,FCS Software Solutions Limited,Financial Results,23-05-2025
GODAVARIB,Godavari Biorefineries Limited,Financial Results,24-05-2025
RHL,Robust Hotels Limited,Financial Results,26-05-2025
PNC,Pritish Nandy Communications Limited,Financial Results,27-05-2025
JKCEMENT,JK Cement Limited,Other business matters,21-03-2025
AERONEU,Aeroflex Neu Limited,Financial Results,05-05-2025
MAHLIFE,Mahindra Lifespace Developers Limited,Fund Raising,13-05-2025
ARVIND,Arvind Limited,Financial Results/Dividend,15-05-2025
ALKALI,Alkali Metals Limited,Financial Results/Dividend/Other business matters,19-05-2025
SBC,SBC Exports Limited,Financial Results/Other business matters,21-05-2025
TBOTEK,TBO Tek Limited,Financial Results,22-05-2025
GOPAL,Gopal Snacks Limited,Financial Results/Other business matters,23-05-2025
GANECOS,Ganesha Ecosphere Limited,Financial Results/Dividend,24-05-2025
SUNDRMBRAK,Sundaram Brake Linings Limited,Financial Results/Dividend,25-05-2025
ABAN,Aban Offshore Limited,Financial Results,28-05-2025
MINDACORP,Minda Corporation Limited,Fund Raising,28-03-2025
RACLGEAR,RACL Geartech Limited,Fund Raising,10-04-2025
NETWORK18,Network18 Media & Investments Limited,Financial Results,18-04-2025
UGROCAP,Ugro Capital Limited,Financial Results/Fund Raising/Other business matters,26-04-2025
RAJESHEXPO,Rajesh Exports Limited,Financial Results,16-05-2025
PREMIER,Premier Limited,Financial Results,22-05-2025
SECMARK,SecMark Consultancy Limited,Financial Results/Other business matters,28-04-2025
TATAMOTORS,Tata Motors Limited,Fund Raising,02-05-2025
ASAHISONG,Asahi Songwon Colors Limited,Financial Results/Dividend,08-05-2025
ATHERENERG,Ather Energy Limited,Financial Results,12-05-2025
ALBERTDAVD,Albert David Limited,Financial Results/Dividend,13-05-2025
JKIL,J.Kumar Infraprojects Limited,Financial Results/Dividend,20-05-2025
WABAG,VA Tech Wabag Limited,Financial Results,21-05-2025
UNIVCABLES,Universal Cables Limited,Financial Results/Dividend,22-05-2025
STYRENIX,Styrenix Performance Materials Limited,Financial Results,24-05-2025
CANDC,C & C Constructions Limited,Other business matters,26-03-2025
APCOTEXIND,Apcotex Industries Limited,Other business matters,27-03-2025
LAURUSLABS,Laurus Labs Limited,Financial Results/Dividend,24-04-2025
EXCEL,Excel Realty N Infra Limited,Financial Results/Other business matters,14-05-2025
CREDITACC,CREDITACCESS GRAMEEN LIMITED,Financial Results/Fund Raising/Other business matters,16-05-2025
HYBRIDFIN,Hybrid Financial Services Limited,Financial Results/Other business matters,21-05-2025
REMSONSIND,Remsons Industries Limited,Fund Raising,03-04-2025
AKSHAR,Akshar Spintex Limited,Other business matters,09-04-2025
LTIM,LTIMindtree Limited,Financial Results/Dividend,23-04-2025
SYNGENE,Syngene International Limited,Financial Results/Dividend,23-04-2025
JSFB,Jana Small Finance Bank Limited,Financial Results,29-04-2025
PVRINOX,PVR INOX Limited,Financial Results/Other business matters,12-05-2025
BALMLAWRIE,Balmer Lawrie & Company Limited,Financial Results/Dividend/Buyback/Other business matters,15-05-2025
INTERARCH,Interarch Building Solutions Limited,Financial Results/Dividend,21-05-2025
KRONOX,Kronox Lab Sciences Limited,Financial Results/Dividend,22-05-2025
STAR,Strides Pharma Science Limited,Financial Results/Dividend,22-05-2025
BYKE,The Byke Hospitality Ltd,Financial Results/Other business matters,28-05-2025
MSUMI,Motherson Sumi Wiring India Limited,Dividend,21-03-2025
VIJIFIN,Viji Finance Limited,Financial Results,14-04-2025
BIOCON,Biocon Limited,Fund Raising,23-04-2025
TBZ,Tribhovandas Bhimji Zaveri Limited,Financial Results/Dividend,22-05-2025
MMP,MMP Industries Limited,Other business matters,17-03-2025
UNITDSPR,United Spirits Limited,Dividend,27-03-2025
MAXIND,Max India Limited,Fund Raising,15-04-2025
IEX,Indian Energy Exchange Limited,Financial Results/Dividend,24-04-2025
CHOLAFIN,Cholamandalam Investment and Finance Company Limited,Dividend,25-04-2025
SJS,S.J.S. Enterprises Limited,Financial Results/Dividend/Other business matters,08-05-2025
MUTHOOTFIN,Muthoot Finance Limited,Financial Results,14-05-2025
RAJTV,Raj Television Network Limited,Financial Results,20-05-2025
ASHOKLEY,Ashok Leyland Limited,Bonus,23-05-2025
EMMBI,Emmbi Industries Limited,Financial Results/Dividend/Other business matters,24-05-2025
BLACKBUCK,Zinka Logistics Solutions Limited,Financial Results,27-05-2025
RMCL,Radha Madhav Corporation Limited,Financial Results/Other business matters,27-05-2025
SILGO,Silgo Retail Limited,Other business matters,19-03-2025
CENTRALBK,Central Bank of India,Financial Results/Dividend/Fund Raising,28-04-2025
PUNJABCHEM,Punjab Chemicals & Crop Protection Limited,Financial Results/Dividend,30-04-2025
BHARTIHEXA,Bharti Hexacom Limited,Financial Results,13-05-2025
PFIZER,Pfizer Limited,Financial Results/Dividend,19-05-2025
VALIANTORG,Valiant Organics Limited,Financial Results,22-05-2025
RELINFRA,Reliance Infrastructure Limited,Financial Results,23-05-2025
ORCHPHARMA,Orchid Pharma Limited,Financial Results,26-05-2025
DELTAMAGNT,Delta Manufacturing Limited,Financial Results,27-05-2025
